id,cat0,cat1,cat2,cat3,cat4,cat5,cat6,cat7,cat8,cat9,cont0,cont1,cont2,cont3,cont4,cont5,cont6,cont7,cont8,cont9,cont10,cont11,cont12,cont13,target
135864,B,B,B,C,B,B,A,E,E,F,0.435934859981654,0.3634714804658419,0.9915554376910954,0.1883861131319726,0.7625377461096167,0.6241170408454292,0.8147125463899489,0.586559714568595,0.2715745133957295,0.2501522208084013,0.5320048549320885,0.4339764983456304,0.2113963435848876,0.8638324478320525,7.993938772379798
402138,B,A,A,C,B,D,A,E,A,F,0.6916063310314662,0.1778703550238451,0.2866182582059537,0.3409587858785185,0.2748165508827305,0.4671697252495682,0.3938999904807081,0.3766988868525069,0.5926259506645648,0.7555682274930239,0.5226780651628364,0.7737426903436373,0.5104400015133269,0.1512133330673214,8.811523319055622
391198,B,A,A,C,B,B,A,E,E,I,0.4215252392586577,0.1539794576916829,0.6766096353121436,0.2830206181724151,0.8083894048336411,0.3904156784480946,0.3290834009320277,0.4955474013015179,0.3854479268631252,0.1920166028815001,0.6805180597596066,0.1655816269914943,0.8443800901999363,0.8703589988668177,7.740571534232033
161194,B,A,A,C,B,D,A,E,A,K,1.00392512855273,0.3677107031347254,0.2109913481812584,0.7217536450724751,0.2873941466880999,0.650594733151695,0.5281953638604122,1.031442224723299,1.0038754044565037,0.8588076707290967,0.2870474974610003,0.484476257399876,0.8070539817674168,0.6475671582050097,8.535936519440034
304071,A,B,A,C,B,B,A,G,C,J,0.0717686696637669,0.2543427684747347,0.5569411354442634,0.136402604481654,0.2745799255486833,0.6350602570275543,0.6357867498276333,0.8968425675527579,0.6015484790734479,0.4137922364230532,0.3153262960508429,0.3605351439504082,0.2454009084158556,0.8565904682599444,8.737789032838675
285701,B,B,A,C,B,A,A,E,A,I,0.4487548949347857,0.3644784740419264,0.1746600080164388,0.5408683620222193,0.7626525086170209,0.6589898111878659,0.5623224253897137,0.8656492748510475,0.9785115405119326,0.2775147868231026,0.6281052120908139,0.3628593689441687,0.7795739819672876,0.2785838090082233,8.07387697520733
421849,B,B,A,C,B,B,A,E,E,H,0.7528937513309979,0.3549397463532903,0.9094770092471812,0.3877552021349555,0.8581082508389447,0.3948450572300456,0.3668037852445697,0.5318022557643088,0.5737588030471363,0.1249517165344182,0.2863934814213019,0.06891163766313,0.2767997220719179,0.3215714688398738,8.819948984543181
17152,B,A,A,C,B,B,A,E,G,I,0.437085893348762,0.4292658443540168,0.5765070793130123,0.5895539187527613,0.2779091093859448,0.4182431357131774,0.5531009914017347,0.6560514657841051,0.437137411198402,0.4017019980527676,0.5683028389786764,0.3796053891543341,0.6137378206776757,0.6814901474117686,8.457145275647157
117663,A,B,B,C,B,B,A,E,C,H,0.4815368542933397,0.8322257666065478,0.787248584187524,0.4643393857147924,0.2804949917088546,0.3570534196194028,0.1862057000504242,0.3931920390595768,0.3843994176522731,0.288189998368169,0.39358805746566,0.3918035916304451,0.2185241122211056,0.3038420819558578,8.807505959824399
201597,A,B,A,C,B,D,A,E,C,F,0.5346974695056976,0.4293998184296313,0.6215473120094912,0.4606831065001027,0.2832435364533366,0.3711041014625438,0.4231408380455725,0.4791126365581085,0.5606597458878869,0.3053751378432288,0.3879982080854687,0.3839598015646292,0.3431076414649318,0.2299117451344629,8.548689095881208
371088,B,B,A,C,B,B,A,E,A,G,0.4942537180808045,0.8324200794497667,0.6641518087642113,0.4589297181756973,0.935580937564678,0.5333093544240917,0.3825168374333826,0.9960735165780594,0.4340116438949136,0.1338955579081062,0.5967048429463971,0.2683939482030528,0.2192567865423295,0.8621773931147684,8.150605095151418
308286,A,A,A,C,B,D,A,E,A,M,1.0327758370336273,0.303394460562321,0.2684487307331498,0.2787358555512361,0.506669818101063,0.5430420630476248,0.7558369193254851,0.5800877761343716,0.5923557630103753,0.8338294132786832,0.413788369537654,0.7513348961830542,0.8470650449924699,0.3347200846489204,9.368921714035537
231332,B,A,A,C,B,B,A,E,C,L,0.422425328067955,0.4828081658979085,0.6777773239180939,0.2738385412932951,0.7742879401763134,0.077714899273327,0.1946485947501387,0.3002647390047798,0.4323909849302441,0.6338498474715568,0.5574854737540426,0.3835647170243444,0.7075880387198643,0.282087374008363,6.96172864712718
394509,A,A,A,C,B,D,A,E,C,F,0.8593914240966115,0.3566755273691857,-0.0062010886873342,0.7655586599098813,0.6823108229969107,0.7789232757721574,0.634722750664151,0.8265297829404546,0.5837201700330641,0.8457973221975869,0.748570273105885,0.9277419047471728,0.7430780105740642,0.5117694423905793,7.312468286652766
331477,B,A,A,A,B,B,A,E,C,I,0.4074796363331561,0.8069315155848483,0.6831539948305231,0.3365872388946399,0.5164465565987887,0.2443403383776389,-0.1810862362624594,0.534055331618011,0.3788528713691529,0.2486987522762471,0.0792958945667803,0.2980606918360493,0.1672557922209354,0.7807883009275771,7.201447569895165
3050,A,A,A,C,B,B,A,E,C,H,0.5275719863557712,0.3060560689552229,0.3080054259030622,0.4679471453036119,0.2844203943185611,0.4199590172753566,0.3452258886418473,0.5570778833319621,0.863146732620892,0.4663386102879928,0.0772415979592641,0.3980838313095225,0.1691876737902544,0.1551136069770702,8.802516861309902
194331,B,B,B,C,B,D,A,E,E,I,0.4448760108099488,0.2241904627191088,0.4368713166839031,0.4701942609222224,0.2762410306611268,0.0604752767524699,0.4761553081815768,0.3758546455049629,0.3199775389873755,0.4168567436775741,0.6624679800521684,0.1790261212514211,0.3216718653826005,0.8231986839905706,9.370857526016133
184328,A,B,B,C,B,D,A,E,C,J,0.4348310743809617,0.5607155965635787,0.5015123684894235,0.4603013349987563,0.2589775648601881,0.3381052591861676,0.1575329463732624,0.5064968581583146,0.1205489641021388,0.1202099180008873,0.4451231988541696,0.3777447903725056,0.2326733007477079,0.2729494199444953,8.954628889205447
231810,A,A,A,C,B,B,A,E,E,K,0.4882390568271934,0.7763252262565452,0.6448632536407769,0.1845666879176534,0.6160315380034134,0.4168891009702852,0.4201983447400833,0.2995833602087072,0.2732037118917844,0.582879291340423,0.6468714217449266,0.5056734948926119,0.3691206053790138,0.8011783440282203,7.816457135595931
59407,A,B,B,C,B,B,A,E,E,I,0.096397290791615,0.2324319961829152,1.0320302168775926,0.2437622832041406,0.7327698721398055,0.4229220970518744,0.4027295850953434,0.3038342419450231,0.3577732169345399,0.4666389724304015,0.1070920460891805,0.054887405754212,0.2755152913497681,0.3400639153953602,7.7419184643436125
209886,A,A,A,C,B,D,B,E,C,G,0.5297410305658623,0.3655056938055744,0.6922046491890017,0.1416120305117076,0.2771658750746555,0.4961411587729375,0.4216022463181727,0.3295342206173865,0.4382116078239998,0.6708002640304785,0.0859894475943385,0.6947951102372731,0.1691050590657575,0.4254931350051647,7.44932292106102
76818,A,A,A,C,B,D,A,D,A,I,1.0162254186931046,0.4825051581932384,0.1947441531957417,0.643018103698274,0.5915496690772954,0.6079272005413483,1.1001759401998614,0.8105579426607572,1.0064613593631255,0.6765892046330696,0.9365645946078188,0.3710130984362945,0.7390239348073057,0.8530773744827809,7.176027180688638
55205,A,B,A,C,B,D,A,E,E,K,0.2791897172492629,0.3615028364265886,0.6625139125787347,0.6036840482099401,0.2876633935816915,0.0498247893325226,0.3240398042971893,0.6535206864786807,0.8491840335843408,0.5450953780559887,0.4643773700386968,0.2675827159390229,0.2218527368912888,0.4781269502107306,8.025434157671098
224852,A,B,A,C,B,B,A,E,C,I,0.44012750049007,0.7460326517067049,0.4248531000536167,0.4181289165219906,0.688412045031155,0.5582424331565672,0.3490352954358394,0.5544396721753421,0.735436956421116,0.428937203534863,0.4012383178060181,0.1659273599723023,0.2314873543642272,0.5280306631503631,9.319412586272312
447958,A,A,A,C,B,D,A,E,A,F,1.0271811901317431,0.5502975428562413,0.2067325092780046,0.6381677204374175,0.738865097398808,0.5868586206366911,0.7711226455043774,0.8456649174017971,0.7351417211875679,0.8593608115232023,0.8391811420206792,0.4703379353678522,0.8004870276649576,0.4552845149488535,8.517403577170922
401005,B,A,A,C,B,D,A,E,D,F,0.5598176266012763,0.4178973111093633,0.3712309092855462,0.273604430033839,0.2711995528089986,0.614805253203285,0.610259171788461,0.7665839357203809,0.658948090832826,0.8196273077952887,1.0424186129993709,0.7554763203779198,0.7790790663352224,0.5869471615978661,8.875533642578773
39068,A,A,A,C,B,D,A,E,A,I,0.9721921601655856,0.8338789298568591,0.3070307166062801,0.3903968218412112,0.5742420537031092,0.6194346446232577,0.3686708205066473,0.8950238531993816,0.8891716897368841,0.8535250377023015,0.789044222981885,0.7263945924574852,0.6991307765750759,0.6185079931609857,8.120425975886603
126175,B,A,A,C,B,B,A,E,C,G,0.5322649204349551,0.495861225745614,0.2975102058785148,0.2314034441594673,0.896444143699093,0.3153048152826464,0.2869004021450204,0.3628774390008525,0.2974548858726033,0.4279559275828187,0.3233815405326715,0.2725222690663394,0.2121476231609945,0.5278232477877892,8.100912221592736
334554,A,A,A,C,B,B,A,E,E,M,0.4255931164106383,0.3655177436281566,0.5747407713555093,0.1733999177918554,0.2743385175049699,0.2454392959713356,0.4297753931646953,0.5828181949437148,0.6063881459363829,0.5497827848323591,0.2499214830342001,0.434563142645213,0.2733242895550554,0.2737727660981318,7.715084662385223
21222,A,B,A,C,B,B,A,E,C,I,0.1197151475459156,0.5491216172235801,0.5979043999768622,0.6989563264622181,1.0060233021363647,0.3917992396924133,0.4348378022041614,0.3385819868132597,0.3417838299844149,0.4511518765324243,0.4075469993307473,0.446897810228948,0.2814635424714275,0.2677964464689468,7.811088747995093
270913,B,B,A,C,B,D,A,E,D,B,0.4175726601489601,0.5617314237159228,0.8075179872214996,0.4721115064291309,0.2865399006478869,0.562017667453249,0.4263320341968812,0.51391014704501,0.5881207782386402,0.4190961862711612,0.2850885762700843,0.5727371107097771,0.9118565232312892,0.2339907017653105,9.847265466727778
185711,B,A,A,C,B,D,A,E,C,F,0.7127786247473155,0.7635793547148235,0.1110313055559544,0.6085376677978543,0.9015322985686436,0.7953454175198547,0.4457071271794088,0.656923058491776,0.4681090702042251,0.5561197204514674,0.6467941878640378,0.4363664730166027,0.8173711675284984,0.2882329664571429,7.181021035878353
82808,B,B,A,C,B,B,A,E,C,O,0.2813536086353202,0.7115680697426824,0.7948008872183389,0.2813013908315779,0.9751843774276672,0.1849900443178689,0.2093416982850302,0.3163864874648305,0.3290695548162076,0.3559696076905871,0.0508689196016107,0.5646658449870102,0.421414255002191,0.4823471085145988,8.96133440392913
340621,B,A,A,C,B,B,A,E,D,I,0.4099418744677365,0.4162220281341073,0.8292043460583308,0.4680125226643076,0.9197809057170144,0.0666523790135667,0.2028374160621512,0.2660363739399882,0.1273473287310035,0.3585734999370998,0.2283155373652327,0.4131502033213059,0.2739637646636423,0.863400936367811,7.307176014485348
122728,A,B,A,C,B,B,A,E,A,F,0.4042640258580115,0.6234987158471901,0.4393293616366648,0.4506201728751245,0.2693124386858384,0.4098965046101945,0.3402777774927108,0.519234263941504,0.1478015794392479,0.1269843744187543,0.1326292051291788,0.5971003398472913,0.3275778280578214,0.4535759546339996,8.83086598877676
422453,A,A,A,C,B,D,A,E,E,K,0.93313870238975,0.3575612249964467,0.3389251280257218,0.6102606794404254,0.2746111110677075,0.7115900021800695,0.5218416297335065,0.8531998152748121,0.1637592974539206,0.7517725383856608,0.3816805263734308,0.6587499446589912,0.9707926163119476,0.4283264724777846,9.232439370189091
23268,A,B,A,C,B,B,A,E,A,A,0.4047496356380991,0.3073922633137421,0.1608897718635966,0.4745136927745173,0.5330144935160384,0.3292746178307709,0.3804482901197179,0.5387472633466183,0.2675918499096609,0.8808973054178829,0.2953290140309018,0.5363786480027084,0.4083029640076102,0.3398572280048266,7.029736650881544
404184,A,B,A,C,B,B,A,E,C,F,0.4121054922842483,0.1449766797398283,0.5982390113261639,0.4602223488484925,0.8977647468107965,0.3129502232965537,0.2644251777468537,0.4052940950299194,0.419464001525127,0.328122215454635,0.084811590356869,0.3447058401532239,0.3906357112235586,0.2819863418410304,7.571803456088489
427543,A,A,A,C,B,D,A,E,A,F,0.7725224022023829,0.3670631461288787,0.2832553529881105,0.1994430298863024,0.8021776362511395,0.7774732227391786,0.9077656317392908,0.3827367185572892,0.6046785164055105,0.5021011562327431,0.2866024290891816,0.4905038339305013,0.5077361167981059,0.2797897110009382,7.868000206662736
410772,B,A,A,C,B,D,A,E,A,F,0.928392622329291,0.3646592023189209,0.7608179290660343,0.7334244901721978,0.2749074177506993,0.7763174464525076,0.7053395244889337,0.8961139593125995,0.8527518995648843,0.8058687363346052,0.7154523346714582,0.7188742181047982,0.6436451071791889,0.1716094219665905,9.66867951470498
416772,B,A,A,C,B,D,A,E,A,K,0.4982418049737718,0.4958899044999779,0.2931403736522212,0.3738599830854449,0.2767938784376599,0.9834635447636328,0.5895732092107907,0.2781505711233709,0.2966751511373073,0.4911114357848754,0.7553913333227186,0.5246000980172342,0.6454728141986824,0.5906830612580528,8.806621409335825
115765,A,B,A,C,B,B,A,E,E,F,-0.0993950751368447,0.7527423446366261,0.7123923537537785,0.3478614339714537,0.9159891537812356,0.3316687895736918,0.4503356977485975,0.5103845180452475,0.4582136657455933,0.1206290671867307,0.3413588468009769,0.1989135083087942,0.1852387490733574,0.3015488173629565,8.229963533967604
222997,A,A,A,C,B,B,A,E,E,F,0.4219016196551891,0.8132570047396559,0.6573527009181176,0.8886208004195502,0.2832490861569709,0.5227477008778144,0.4210032350110022,0.6369167396420737,0.3837311594042924,0.4361549925012842,0.5236372084210413,0.0625737085799711,0.4028168066165353,0.5063207107310541,8.071056787897538
55354,B,A,A,C,B,D,A,E,A,A,0.7495490683226048,0.3591658193652524,0.525566464766656,0.7705741455038362,0.2857131714475272,0.6698579586514138,0.3847600973480513,0.7767835186805688,1.00934945033627,0.6840733118409792,0.7661428229301909,0.7089475031108963,0.920934462449706,0.8251306629970179,9.241414206090091
486322,B,A,A,C,B,D,A,E,A,I,0.581116324565667,0.3541499977407527,0.3033636224746974,0.147175428940718,0.9162929463927438,0.1502418926848179,0.4422812448298613,0.3431238847415873,0.4659425833642984,0.3473056551730542,0.7039178485805065,0.2998121616533717,-0.0676030105841859,0.4615218278000581,8.383395227266659
129261,A,B,A,A,B,C,A,E,C,I,0.5529056493480707,0.6218034275229912,0.3827412427001878,0.4733954732479068,0.7012398299053556,0.2567945399300245,0.3608091356824789,0.3627689986908352,0.4332492473283851,0.2902277375928913,0.3667945702475178,0.6401854541880796,0.2135266639509249,0.3774812402710415,8.364031897357991
398506,A,B,A,C,B,C,A,E,C,I,0.4095850143926459,0.553987535192661,0.6455970776001452,0.5936847969462621,0.5296364921010204,0.3163655796102386,0.9128045358919508,1.0113707291862453,0.4193910277310477,0.3253581889210263,0.6785278212699871,0.3924014253668134,0.6016089765028989,0.4600597937870911,9.25971682250744
177197,B,A,A,C,B,B,A,E,C,N,0.4980024112191384,0.7827896969023425,0.284015257985534,0.5330922031924805,0.9060938336050728,0.3916167203932041,0.9525554130045686,0.3522514963205888,0.960378344617562,0.3033490631141344,0.4491785914243609,0.4167578993073029,0.1729944506349628,0.4259847940160872,7.86114354996064
18989,B,B,B,C,B,B,A,E,E,I,0.0791070694326955,0.289908752837118,0.5613196606212564,0.2776841951621183,0.6543502951254994,0.4020365946304173,0.5011063785532527,0.6418173333363688,0.3815319868344279,0.293357653279576,0.2871485484972547,0.071065370853041,0.2875162371638084,0.3415797008814856,7.0634574622734805
138101,B,A,A,C,B,A,A,E,A,I,0.3361761395085638,0.5531119648322065,0.7833606984365071,0.7797979453045523,0.2832910658135966,0.5732849878101937,0.5554394458160324,0.8695467036952617,0.386807530841126,0.8574015410893049,0.2882370295630366,0.3460861058066489,0.2751696621964887,0.8299170880562178,7.95239392449679
337022,A,A,A,A,B,D,A,E,E,G,0.4433683914481504,0.8865483043958592,0.5525186349426483,0.3926555581347668,0.7453992848313158,0.5599844027585205,0.6044188485835392,0.4374121173399452,0.325857912827316,0.6457251241387759,0.0626506859372798,0.443303238831712,0.2148171383992794,0.174140003433967,7.048094738858435
34613,A,B,B,C,B,B,A,E,E,G,0.2196681101621837,0.3053175503564798,0.7831646707939038,0.4571215984055586,0.2907015813600033,0.2408135149198183,0.5457614777146118,0.6542894699911743,0.2638659593811643,0.3985824921272173,0.6503936805365401,0.6985567085823463,0.3818802599671333,0.2538068126064876,8.307370969057759
397217,B,A,A,C,B,D,A,B,C,B,0.5209717535435694,0.7933211790210215,0.2852092479735583,0.3896860507641711,0.8080220013931901,0.3787779892127687,0.9202844768022264,0.3573349278481633,1.0211456812839683,0.2783783438675124,0.1226979778667649,0.5286771520796971,0.6467893364019304,0.8702359261988648,8.656809543840268
368524,A,A,A,C,B,D,A,E,G,D,0.6657386583365336,0.8581929671932521,0.0597544568209282,1.020770894367549,0.2803025956713264,0.7102945017655675,0.5429226813047683,0.8660719084119796,0.8834022643151049,0.8069637335658563,0.4959167662742552,0.6317660668724572,0.9599638726863252,0.2676519092183717,8.083613638886055
327846,B,A,A,A,B,B,A,E,C,L,0.7291487158097726,0.5947843572879231,0.5302986736307679,0.6828713895800103,0.2768715898221278,0.3759635542231855,0.2762369635575969,0.5972354532621367,0.7301133134452056,0.3919949315430903,0.7631300084958081,0.4011842968017672,0.617426666589165,0.4783796975122431,8.817950676915203
269536,B,A,A,C,B,D,A,E,E,M,0.7341868898791374,0.3492940554754728,0.3809541258143033,0.3375713295986917,0.2874752199731275,0.341045067748122,0.8131973328687595,0.5410638868985552,0.5993616832195734,0.6880718282671572,0.4487313941556723,0.4829147095341579,0.5396842602536427,0.2686715824269803,9.305135529727686
217609,B,A,A,C,B,B,A,E,C,L,0.3357011237864474,0.6172398828558219,0.1787606488882802,0.2766389521996616,0.5865870730989395,0.3335341780571913,0.3527017286916604,0.4961159202709242,0.3416088733834739,0.28358923408294,0.0639980793429426,0.4637696464482731,0.3832570873812921,0.3364808117176849,7.975808961352785
316306,B,B,A,C,B,B,A,E,C,H,0.400340969433579,0.3593003712490761,0.3926679130077964,0.4413006142719023,0.4647219755476048,0.4081292181437504,0.6236719963279814,0.3546981251198304,0.1348593237083707,0.1325733448956622,0.6838882183111631,0.4923273012450803,0.7071394408232688,0.2753719928160001,10.237609737808766
294999,A,B,A,C,B,B,A,E,C,M,0.4523177023877164,0.3556764158701781,0.7413716451333217,0.3986823335179721,0.7259783498973963,0.0491164343596406,0.2988236507211045,0.2982995323190352,0.3796136580854029,0.2665032880440671,0.1298657533873323,0.053533138391872,0.1924975014762578,0.8645015182454239,7.277519954146675
490544,A,A,A,C,B,C,A,E,A,C,0.7282427571708492,0.3051414801655828,0.9184258580028506,0.9256000067676248,0.284007083550796,0.6399218430385339,0.3911989839902322,0.8678469619855398,0.7633138904049135,0.640612837529335,0.681045635700033,0.6980081473872048,0.9171803913697018,0.3006258665620011,7.97330016818193
495788,A,A,A,C,B,D,A,E,A,B,0.9263377392231084,0.8648101319584058,0.335679926759784,0.6810565346325029,0.3368740955883289,0.7267460446072713,0.4823086084439502,0.8177341582906814,0.5917146511154212,0.8244089767129297,0.8657825282561373,0.953041934696302,0.8284790690583023,0.8612024436331377,9.000578773013292
484144,A,B,A,C,B,B,A,E,C,I,0.4489262800289247,0.6141897342940109,0.163386611077502,1.0021368867294949,0.5316033262987621,0.3315487191709572,0.6253304238538318,0.5364092574705841,0.3678805314220772,0.3289406916047429,0.1178878304441843,0.5525148636361892,0.2087331507448886,0.4658919355655566,8.862377941720327
