id,cat0,cat1,cat2,cat3,cat4,cat5,cat6,cat7,cat8,cat9,cont0,cont1,cont2,cont3,cont4,cont5,cont6,cont7,cont8,cont9,cont10,cont11,cont12,cont13,target1,target2,target3
14,B,B,A,C,B,D,A,E,C,G,0.522733987758062,0.3104177652871613,0.1610044462198792,0.2955583027955224,0.2796732976130469,0.4921714029485813,0.3322018925355096,0.3786676215445256,0.8790352154555787,0.4877096286036471,0.7550024518942028,0.4843056078508854,0.5769111270646101,0.7998127291245456,8.112487081396099,7.1124870813960985,9.762487081396099
18,B,A,A,C,B,D,A,E,A,M,0.8146487421117822,0.8848818441287114,0.7255448002889003,0.7879466399904325,0.2768795417699829,0.7280221273681176,0.553965681988048,0.50425431451587,0.5551411778439561,0.8103361734015497,0.8966739988961043,0.6449835292305879,0.6395181624756751,0.8465605598575294,7.42810192262492,6.42810192262492,9.07810192262492
22,B,A,A,C,B,D,A,E,A,N,0.5095071365958816,0.7151515031201586,-0.0355215211598808,0.8651811870325204,0.2874374157523446,0.3059599001131996,0.548747624374612,0.8696389217793568,0.907357741400164,0.8442913788086186,0.6958912930461519,0.6441043794781911,0.5261875669381113,0.6778475841667239,8.353160776574862,7.353160776574862,10.003160776574862
24,B,B,A,C,B,D,A,E,C,F,0.4651757936678095,0.2075246027354023,0.4918155494878347,0.6166080209304978,0.5316105735995805,0.6172236972420441,1.0348285190714783,0.4091123787015633,0.4710349745981811,0.5748607517082959,0.2876720795340581,0.7132667763319603,0.5526844176784875,0.1621886898525764,7.69361117724345,6.69361117724345,9.34361117724345
25,B,B,A,C,B,D,A,E,C,F,0.4586150716544548,0.6276510799723368,0.6133702399131132,0.7004145026357583,0.5257736667751246,0.6656958565470135,0.3461253950012406,0.5717395048590145,0.5719030324274456,0.4915492231251475,0.6332522100916554,0.0594995901979216,0.7463541640649399,0.8312892914061302,8.322760169374526,7.322760169374526,9.972760169374526
26,A,A,A,C,B,D,B,E,C,H,0.8281941543226926,-0.0281330556662411,0.1953637600641825,0.6026577005561935,0.7434805828830208,0.9470874997523032,0.7066082520730161,0.5627043785430196,1.005963844722851,0.8569987265995557,0.8742424655310367,0.6751163195960289,0.8158630731859338,0.7813401328871804,8.097029792606923,7.097029792606923,9.747029792606924
27,A,B,A,C,B,B,A,B,E,F,0.1629706306542072,0.2895539178076802,0.6003494227761761,0.1474007708796934,0.2867903739183213,0.7031164646035953,0.5694019732735386,0.2826006856534418,0.4475361828607758,0.360267531578696,0.7056753364436819,0.7405881824733279,0.7828861064924554,0.2076660273185702,8.01781536776422,7.01781536776422,9.66781536776422
28,A,A,B,C,B,B,A,E,E,G,0.5158018953136752,-0.0660235119178575,0.7581182112420981,0.7003495965604823,0.7124440153610101,0.4037009751402753,0.4045718607829006,0.4148500152581565,0.3612103569161053,0.5880856192065256,0.1319246636430377,0.1559738173724554,0.3271498485881905,0.4516466170684752,7.100794363067528,6.100794363067528,8.750794363067527
30,A,B,A,C,B,B,B,E,E,H,0.2978823654930333,0.5552574247055444,0.5110116317900952,0.2769002080673436,0.8992450372700181,0.2402054877780085,0.3037644295261451,0.6569841502533953,0.2954904213413889,0.60353603121983,0.0795618436675895,0.2623236610514182,0.2036065174268154,0.8172246850627238,7.120403856368044,6.120403856368044,8.770403856368043
36,A,B,A,C,B,C,A,E,A,L,0.5569042797421988,-0.0347323845983419,0.8278506530721895,0.2834683345986825,0.2873766940560647,0.5148960083745253,0.3114005258487535,0.2611908634853068,0.4392190624547751,0.4256795303851777,0.5752515635012451,0.4273745914351799,0.6232819137599113,0.2769200360984896,8.644599030945614,7.6445990309456135,10.294599030945614
41,B,A,A,A,B,D,A,E,G,F,0.440736838749786,0.5622565238306695,0.266623125575928,0.7760820495040872,0.5103902695002615,0.7780218994468092,0.3759281386186092,0.8423140429722018,0.9781334619593428,0.8345360232829059,0.6467572992894959,0.6168982268640855,0.8476625730392217,0.7660592076727383,7.8474338757309345,6.8474338757309345,9.497433875730934
42,A,B,A,A,B,D,A,E,G,B,0.6201687491313981,0.2600936539344158,0.6926634800629996,0.6870879481675656,0.2829388671437889,0.4094788803271545,0.34162436613082,0.7742480055066592,0.5817599697287101,0.2442659702491524,0.4479780432333387,0.4828415047451444,0.4613080836801264,0.8263613345325995,8.375617037857074,7.375617037857074,10.025617037857074
43,A,B,A,C,B,B,A,E,C,M,0.3098733749517655,0.8287960692811729,0.6033999419729357,0.189322879872982,0.488936418229828,0.5250950526115683,0.1889718261232531,0.5475023234838831,0.5077418319504855,0.2126265841437848,0.6333408050751709,0.3471550377302501,0.4173414830698832,0.3420240616555308,8.77961424454607,7.779614244546069,10.42961424454607
45,B,A,A,C,B,D,A,E,A,G,0.998881607830582,0.3673093441928592,0.2604273228975637,0.7624503900473868,0.2814991250144971,1.0400861400400256,0.4035122686982157,0.6153777322084405,0.9947317166426956,0.8533585122836168,0.9359830449350984,0.9949812746068142,0.8052909232771954,0.359988475337671,8.083617572396989,7.083617572396989,9.733617572396989
46,A,A,A,C,B,B,A,E,E,I,0.4923776915490932,0.4957508332123664,0.7265924213748141,0.5606166594496199,0.3055967892597196,0.1073784929003912,0.2813557946250153,0.8635553875163295,0.4347791340443994,0.2673353151190537,0.3403033675985609,0.487934707135412,0.2730443060535103,0.3496477163305823,8.170125842143246,7.170125842143246,9.820125842143247
47,A,B,B,C,B,B,A,E,E,I,0.1639197655359409,0.2483210277941573,0.5869077019028657,0.7425631687485862,0.278037140849356,0.3693047000324929,0.3458162531041437,0.8859146539880174,0.4155783965811571,0.4437487023919944,0.0530138695147015,0.2710761855943048,0.6000629376597574,0.7931827721596449,8.724812622420531,7.724812622420531,10.374812622420531
48,A,B,A,C,B,D,A,E,F,F,0.512800885364469,0.5558154157413729,0.5317334344950577,0.6414802146094225,0.8978275765087397,0.4687935343535585,0.6608647004691426,1.0172720244357392,0.3788911669858922,0.2178004428373532,0.538384446431018,1.035519329381843,0.1841797974159841,0.8133945489836549,7.468204469630386,6.468204469630386,9.118204469630387
50,A,A,A,C,B,B,A,E,E,F,0.713315987586866,0.5583498686388495,0.31315199581377,0.2870400908102555,0.3317338701502109,0.338969624712362,0.5690548017790317,0.3712731811353904,0.258631685906328,0.1428418246279025,0.3141888236187249,0.3851448133216697,0.2500281069231638,0.2624708277048886,8.477650100550404,7.477650100550404,10.127650100550404
51,A,B,A,C,B,D,A,D,C,L,0.0788752133873416,0.4919076053088925,0.3904393628847517,0.2489546939551798,0.7050197798479749,0.6739374243707321,0.3378340045016426,0.8876972050079583,0.2943563602217199,0.4604838409747133,0.302659966300475,0.7538594523471436,0.8600124407978227,0.8466210456575385,8.39072250767665,7.390722507676649,10.04072250767665
52,A,A,A,C,B,D,A,E,G,K,0.5311579969841107,0.3511397526963325,0.0618916119865413,0.7924494153875739,0.530015072861485,0.760303269656519,0.5225481121391734,0.381964214287916,0.6822778170791287,0.6044797447136234,0.8755038260120909,0.6873563106992919,0.7554635597470741,0.6949619124439554,8.522739063047197,7.522739063047197,10.172739063047198
54,A,B,A,A,B,B,A,E,C,A,0.6092955965242788,-0.0616856889627847,0.7116982805972216,0.4151492204540377,0.320070945600967,0.4115172880091645,0.8285885984314741,0.2635595235661522,0.3128673306011875,0.1457136304812149,0.8474818638716151,0.3835730668559511,0.3797487591332464,0.4771440413928199,7.5352655285402514,6.5352655285402514,9.185265528540251
55,A,B,A,A,B,B,A,E,A,H,0.5209055943750385,0.3669694274045433,1.0233039001247497,0.6936655806825711,0.2783565559247637,0.2526168670868786,0.3893960608200341,0.5107231814989643,0.5806281948082995,0.8179214194803903,0.6633833240418875,0.3611756910148562,0.7078126977561279,0.4731495806147406,10.00752124004177,9.00752124004177,11.65752124004177
57,A,B,A,C,B,D,A,E,A,I,-0.0917404460868653,0.4165761897375879,0.6126720765187539,0.7752781155860068,0.282656062567166,0.5869428682521187,0.4805184676757682,0.8008140318156669,0.6597169205426554,0.3834825538391679,0.7304433625641986,0.2764589759518828,0.7411644378503525,0.2156332228695882,7.453746024355393,6.453746024355393,9.103746024355393
58,B,B,A,C,B,B,A,E,D,B,0.1931470799594399,0.2558590263394981,0.6173575074773737,0.3273781836217168,0.4878072323759785,0.3558862799181366,0.4628744169809598,0.7008279431388599,0.1357156092517875,0.4088358739629206,0.0782293167346945,0.3893393244207154,0.4014637433480188,0.7653202050685988,9.646514196431824,8.646514196431824,11.296514196431824
59,A,B,A,C,B,B,A,E,E,F,0.4850664105219942,-0.0651929723496975,0.481347343812616,0.3166643579284984,0.2763597182312558,0.382578090839844,0.1958795250497952,0.2730317481698865,0.3764818203783146,0.267644797299253,0.8304621719813222,0.410784126703253,0.4144808173291238,0.3232725927631356,9.366086392509294,8.366086392509294,11.016086392509294
62,A,A,A,C,B,B,A,E,E,F,0.5493184321154617,0.6155948626768654,0.6212864515936498,0.5413559125140894,0.7647768788722307,0.3371196625763933,0.1461297067125632,0.2504440117424616,0.4747173859113972,0.4664943384006359,0.0688628314320725,0.7402779638288071,0.1865497726711632,0.2478623762959768,9.269700823190073,8.269700823190073,10.919700823190073
65,B,A,A,C,B,D,A,E,G,I,0.5154943899059576,0.6279289935910259,0.3786779921816125,0.3417961257035598,0.6592332313591751,0.4347405588639116,0.3200594498489871,0.6536252790965816,0.5557621012604079,0.2971227970896129,0.7106503855356915,0.3997451143717395,0.6874779893859804,0.869779313211932,8.347541589421814,7.347541589421814,9.997541589421814
67,A,A,A,C,B,D,A,E,A,F,0.5494341873904082,0.3510323235355177,-0.0422235654846983,0.7673138206370637,0.2833763646800177,0.7254910753115326,0.6091359976305321,0.9013825523345456,1.0269796862758858,0.8260003538710433,0.6807947401354002,0.9597686122687008,0.7735991358716106,0.3879306283963204,7.7797919238672515,6.7797919238672515,9.429791923867251
68,A,A,A,C,B,B,A,E,E,I,0.0061031053322262,0.836741361125357,0.7709440605817497,1.0358167134305476,0.785340720982081,0.4202015719733215,0.6867812354879147,0.3449219855156755,0.2653618062408366,0.287953840539509,0.8461947575534016,0.2700748123263927,0.5677538627113269,0.2810922115821493,8.133523254833184,7.133523254833184,9.783523254833185
69,B,B,A,C,B,B,A,E,E,H,0.4003747666914889,0.2931473642716075,0.936742831277432,0.1552233524136093,0.3313439651638695,0.0931316585947962,0.1784616645636751,0.6891655334143577,0.380181806936531,0.3500933063149814,0.229916627550344,0.3335331607717895,0.2889186812464135,0.8163042444667412,7.077220311241331,6.077220311241331,8.72722031124133
73,A,B,A,C,B,B,A,E,C,I,0.5268798946730714,0.359331972489576,0.5699042638562463,0.7833650344515843,0.5324504064075918,0.4435606249229001,0.9913460266266227,0.9938700319301867,0.4053169162698879,0.6457224655358341,0.1274348863483535,0.2744448058570596,0.4029696159905682,0.4220155946776503,9.093787188367711,8.093787188367711,10.743787188367712
74,A,A,A,C,B,B,A,E,C,I,0.4083980317601662,0.7511010020162098,0.794743145309826,0.1531342295291444,0.3544821509244061,0.4296742766434277,0.4297350633805768,0.3194112549280846,0.4668699625566537,0.4233504119496546,0.0902522654480473,0.4179637559173094,0.3055070219307952,0.5448044394863719,8.052369645069287,7.052369645069287,9.702369645069288
77,A,B,A,C,B,B,A,E,E,I,0.5554890464178012,0.0524922344390694,0.7845348306767264,0.2827016266400002,0.8257493752921967,0.3335941861051166,0.1623521998281218,0.3075988034213369,0.6066130260318541,0.3391284136562073,0.0825547834917942,0.2763842242596079,0.2906895309738611,0.8096986774268847,8.520759031490947,7.520759031490947,10.170759031490947
79,A,A,A,A,B,D,A,E,C,F,0.4421985578579017,0.1161885937110416,0.2081352846347124,0.6771429353658852,0.5029115442898014,0.4960083846117617,0.634374449290439,0.9332086924857084,0.260676932677446,0.4913273794546841,0.6777298422854355,0.6468734813846189,0.94348747089645,0.3264979400255848,8.224341797388096,7.224341797388096,9.874341797388096
80,B,B,A,A,B,D,A,E,C,F,0.4267318012487553,0.2938087903603738,0.5333248461480821,0.2868229761302346,0.2977655251541795,0.387338568996379,0.3668516035788241,0.2617939410883798,0.2640797627334928,0.4031799273943772,0.3626471878159352,0.4357950709673263,0.3004880104606466,0.1820059117613496,8.472509831194898,7.472509831194898,10.122509831194899
81,B,A,A,C,B,B,A,E,C,I,0.4256138774262155,0.4222360707828722,0.4099472736650952,0.3989404807346487,0.8637473443543014,0.0775849851984137,0.4132800739961633,0.4321039183440163,0.2614657915550664,0.3266538398477694,0.3539143937928764,0.434859794114132,-0.0166923120603576,0.5016370867035054,7.165599226426197,6.165599226426197,8.815599226426198
82,A,A,A,C,B,D,A,E,A,M,0.4182132307810549,0.427978389311387,1.0178591182487486,0.3893816823665525,0.6796998562141101,0.5189760563624618,0.4522302418447924,0.7093985028623759,-0.0116732371074648,0.5776165211462763,0.6552867095593451,0.3875318382845072,0.857843045787673,0.7507326481696546,8.834149261014929,7.834149261014929,10.48414926101493
83,B,A,A,C,B,B,A,E,E,K,0.4332751837302755,0.6597724322411932,0.7811191135869884,0.396312735940478,0.9057566044031446,0.2418968997764721,0.1765639315295538,0.5382741488816012,0.3079250816330459,0.291276389179396,0.1408589726379886,0.3670325164578128,0.1687765253804024,0.270380180519278,7.344753646619512,6.344753646619512,8.994753646619511
84,B,B,B,C,B,B,A,E,C,I,-0.0724776242373787,0.6214328845982132,0.6765932572464776,0.4990939284986144,0.2749693149421401,0.2805592158955491,0.4743550183893971,0.2332272969566998,0.9341466231812612,0.3261425850646802,0.6909364931121302,0.0862467132564457,0.3522587536276533,0.4815193041146752,8.445646620191813,7.445646620191813,10.095646620191813
87,A,B,A,C,B,C,A,F,E,B,0.2330735110087936,0.2968965231963268,0.5618034488598078,0.3944572652190077,0.3117550211533214,0.6150554156021478,0.4489350384873001,0.3584960967054255,0.3756272889636528,0.4107148201913078,0.6465887279182231,0.4199739544288699,0.4238183413935125,0.7667704444460247,7.111119314784226,6.111119314784226,8.761119314784226
88,A,A,A,C,B,D,A,E,G,O,0.6193575125882576,0.4301282701750589,0.5061241193590769,0.7350611868274161,0.2760494787715131,0.8701311393252642,0.4843562247267793,0.4145383211276693,0.8660423132407036,0.8115734522557025,0.3160164137089421,0.5357709460147954,0.7863116755271385,0.2726666172622932,8.719715183342894,7.719715183342894,10.369715183342894
91,B,B,A,A,B,B,A,E,E,B,0.2862581715184839,0.3629755326872944,0.5713983822114134,0.2467409097191542,0.9816998758334616,0.1766471086281427,0.1891290217899216,0.3635794801309548,0.3368178737650046,0.2876612487687018,0.4419098699194201,0.3081093167244759,0.1940079462994153,0.3914684121202674,8.286159719943996,7.286159719943996,9.936159719943996
95,B,B,A,C,B,D,A,E,C,K,0.6689807235920789,0.3545365070268829,0.2857731865433952,0.4671635977889265,0.2868787926830635,0.7495228366809896,0.3438651777097364,0.5232018989825117,0.5680314171797032,0.5478739074770409,0.9014930239545816,0.7292562505112625,0.9704787303684947,0.5657523404166338,7.910262321484327,6.910262321484327,9.560262321484327
96,A,A,A,C,B,B,A,E,G,F,0.424635295294576,0.6186017847000237,0.2759161688989526,0.5417279790394343,0.282306215082686,0.6034391990682012,0.851399333166658,0.6576338292019873,0.4122398217396432,0.6623690492967371,0.1738968123186171,0.3987656001011608,0.6050348993250172,0.8380820728690818,7.8493161270315985,6.8493161270315985,9.499316127031598
97,B,B,A,C,B,D,A,E,E,O,0.5049204601843273,0.3087358481906832,0.6382194138698992,0.4587376421667774,0.4040714294843848,0.4083671305716198,1.0137730486092502,0.2544995504884589,0.4551689654420857,0.5306854280398403,0.6296934425532119,0.0753313288591338,0.4076569502724617,0.4822753735686914,8.446394790032981,7.446394790032981,10.096394790032981
98,A,B,A,A,B,D,A,E,C,F,0.7565623962372474,0.2997123151356554,-0.0091482159020153,0.4665019470222422,0.530068016487335,0.4560935322959555,0.5800143075114412,0.3480589694329609,0.6568308644607734,0.8104704913177854,0.5891450972886788,0.5172900145344707,0.7530864458960171,0.6131257267270425,7.755505252051657,6.755505252051657,9.405505252051658
99,B,B,A,C,B,B,A,E,C,I,0.4365251679432184,0.4274423184195835,0.5047355147610081,0.3958084082365899,0.6850341928277983,0.1374810731024224,0.3953887028638793,0.6248327668213746,0.2669489733670653,0.2133270335398738,0.4085811008297537,0.0712762232701639,0.1758549084621649,0.7667700127659355,8.287141350557688,7.287141350557688,9.937141350557688
103,A,B,A,C,B,B,A,E,E,N,0.5491486717777826,0.4170603079640293,1.0241110195841086,0.6040731263622139,0.307399966436972,0.2769258260892633,0.4100925354315863,0.5184377250563597,0.2688977159238384,0.5359598401170871,0.6794826589891043,0.2686529633162868,0.690697834034338,0.4151609748932042,8.651040524630135,7.651040524630135,10.301040524630135
104,B,A,A,A,B,D,A,E,A,I,0.6448496988742457,0.5586321673664728,0.3869491290678492,0.6021305892810114,0.5399223893907821,0.6055356383972679,0.4111795134820376,0.4388157523250254,0.3385279268626876,0.3153907065578193,0.6241253881007061,0.2680210152333915,0.13330227355625,0.4553501478874205,8.469070690559022,7.469070690559022,10.119070690559022
110,A,B,A,C,B,C,B,E,C,I,0.4150114438057566,0.5519131003660052,0.5852527008044139,0.3414737606489835,0.6771576680638738,0.7756860280381401,0.477410697330493,0.8899095741329661,0.5129032983955478,0.2676674246187339,0.7974647808277926,0.5244576740561252,0.4026091339308199,0.3086702354403698,9.274774097007628,8.274774097007628,10.924774097007628
111,A,A,A,C,B,D,A,E,A,O,0.9036084306486576,0.3671563210329981,0.2978077503846045,0.7274386140220174,0.6087767914938631,0.6393687642966774,0.5191936592831234,0.885994198040948,1.0253007590484264,0.8312497448840026,0.7436995891841388,0.6168389509386363,0.601921313242586,0.6205973961253082,7.038875439207693,6.038875439207693,8.688875439207694
114,A,A,A,C,B,C,A,E,G,I,0.6723495088781941,0.2408244506207148,0.3564470386959367,0.5942947446587977,0.9244339654454616,0.6216487975730195,0.7513378258045086,0.8465433410383636,0.1561429354162057,0.5017643554810927,0.0929688870046944,0.7624325021608966,0.8004670160998587,0.6167373026205923,8.597940991538046,7.597940991538046,10.247940991538046
115,B,A,A,A,B,D,A,E,E,I,0.5179569435257929,0.721852860349391,0.6191083908960127,0.2079293974999805,0.6285681430858793,0.565012186768323,0.5488226275209943,0.6446671905764108,0.4698698916856362,0.3264138338505514,0.7776866955933539,0.0773385755505447,0.2943478018362147,0.5185908052542528,9.953137770882234,8.953137770882234,11.603137770882235
119,A,A,B,C,B,D,A,E,E,I,0.3993400074106889,0.4873214486969946,0.4985422680430139,0.7085363804382199,0.2858260119627617,0.7289591202472008,0.6940128908258267,0.6983213787088964,0.3637301327310999,0.6839494769144749,0.1532980008556947,0.3835916865651752,0.3183320238991912,0.3153050953775172,8.734709041455867,7.734709041455867,10.384709041455867
121,A,A,A,C,B,B,A,E,E,I,0.531400504612281,0.554542544889287,0.413903828273306,0.2849660667649976,0.9326568516650108,0.3698197020357097,0.1575370037126034,0.311303476009367,0.3842442362017277,0.5121988599422901,0.0691774257223205,0.2011413145018745,0.3609377395284664,0.225238335706087,8.491439690844953,7.4914396908449525,10.141439690844953
122,A,B,A,C,B,B,A,E,C,I,0.4027348273792045,0.5608516217699832,0.972487627910304,0.5126522982745461,0.7963376482181702,0.2799852653019422,0.4274812200805072,0.4401876904416123,0.2977753070651715,0.4856948850318784,0.2664026078217627,0.1438690709908835,0.2922862566076715,0.4421604387011042,9.341627739599964,8.341627739599964,10.991627739599965
123,A,A,A,C,B,D,A,E,E,K,0.3194529325902083,-0.0525363251468641,0.0954314349987677,0.94070229749209,0.2864889896734518,0.4727702965812129,0.7210130972793557,0.5511063730794271,0.3430497481678455,0.6803091376871463,0.3780680364323535,0.4112289810798607,0.3975032296160802,0.78057321514724,8.028443105791405,7.028443105791405,9.678443105791406
124,A,A,B,C,B,B,A,E,E,A,0.4457975121966941,0.7434098405953908,0.7767684089669296,0.46087903424601,0.2795943674421232,0.1130644469703493,1.0491458632226625,0.6484801602311779,0.4154001147321073,0.2975493771110996,0.6961829833760836,0.2719470433057528,0.5883838414631324,0.6169956891234354,8.6825498054533,7.6825498054533,10.3325498054533
125,B,A,A,C,B,B,A,E,A,B,0.5566763808502199,0.3075159633119861,0.3810526064979463,0.3319753919080367,0.4075694607038054,0.4960576893053784,0.5238499390461301,0.3850708285939453,0.6080048044462525,0.8583559589805992,0.6522605995800275,0.3023417165401426,0.5828071033747281,0.1892829872507266,9.36958710674564,8.36958710674564,11.019587106745641
126,B,B,A,C,B,B,A,E,C,F,0.7755746672366358,0.4246886084442876,0.2930925679258016,0.3124611046039259,0.2750158331935731,0.3866910735124505,0.36722918459698,0.2856772772949524,0.4479207004064824,0.4929934894011141,0.2988077783930782,0.7533420029737641,0.4147453645670158,0.6663332717477057,9.945890319799414,8.945890319799414,11.595890319799414
127,A,B,B,C,B,B,A,E,C,M,0.4351605173338852,-0.0406984755023889,0.4095690870415147,0.2060898814758306,0.2858528642659557,0.3357010052881474,0.5339708382466729,0.6569501280951778,0.7266272441066496,0.2007450205116965,0.2782802355109581,0.7326626113924999,0.816096142016178,0.3415894894682664,8.278028050022478,7.278028050022478,9.928028050022478
128,A,A,A,C,B,B,A,E,C,A,0.4781362822141885,0.886920065581544,0.5327182432714175,1.0348059307315864,0.5096597712009425,0.2447573014670253,0.4955204211355572,0.2387315311491288,0.4446713434181913,0.592040206648611,0.3026858623294467,0.6347847765979883,0.3293204041725955,0.4334958118543305,7.675921702712942,6.675921702712942,9.325921702712941
131,A,B,A,C,B,B,A,E,E,H,0.4018323172112865,0.2896846519041482,0.9062843355788894,0.9409927584380152,0.3671131369345418,0.3750076289775869,1.0099749708013217,0.6843577638208919,0.3202758680357686,0.3844097920554715,0.078787249110338,0.3620012730984093,0.0334876325135744,0.5988316569462501,8.180084213984522,7.180084213984522,9.830084213984522
135,B,A,A,C,B,D,A,E,A,F,0.8896205168371056,0.6236669794110146,-0.0404468722776689,0.4716646845049764,0.2761139929412318,0.9000691999067766,0.557201182463625,0.8405096111403201,0.4308632383463419,0.4907504194069004,0.9125032855048364,0.9190535094002508,0.8614559282759109,0.4469642540609495,9.04117102859409,8.04117102859409,10.69117102859409
138,B,B,B,C,B,B,A,E,E,B,0.5543296969476519,0.0081238557593083,0.2273945473861459,0.5772661040724336,0.2856855843623547,0.6102273262872938,0.4394280212817438,0.8304396252323977,0.3559807122566488,0.1912020097264931,0.5515206477100382,0.5467141767015861,0.3968659181717869,0.617854780331142,7.7525817700965,6.7525817700965,9.4025817700965
139,B,B,A,C,B,B,A,E,C,J,0.4052946551039114,0.2977402889003364,0.4296474107175233,0.2424897845767914,0.78706355052258,0.3354804744957509,0.5027583893391453,0.3129601512598107,0.4299746877863612,0.4173727742692785,0.6068374754951177,0.2749177881811688,0.1714619890801371,0.6185717761865122,9.969399141541986,8.969399141541986,11.619399141541987
140,B,A,A,C,B,B,A,E,C,F,0.6210661474516079,0.355915810391157,0.6006852309277719,0.4224526961402295,0.2703271562149779,0.1113311742471067,0.1520702373736808,0.3892936935066009,0.3938153847924968,0.1265466357537564,0.0640262037309073,0.1068144867210827,0.2578027585552647,0.3211102488595309,8.53390780344809,7.5339078034480895,10.18390780344809
143,B,B,A,C,B,D,A,E,A,N,-0.0510326118350944,0.429531122426888,0.4052809461882004,0.762852064160192,0.2784871248102813,0.8033524234632352,1.0819865207095236,0.5414872489575654,0.5813196283463731,0.4191090646711989,0.6874907782923552,0.4432170091240867,0.3273966713447098,0.1701182812356934,9.942424917795218,8.942424917795218,11.592424917795219
